login_location_diff,login_ip_diff,behavior_anomaly,failed_logins,successful_logins,account_age_days,password_change_freq,suspicious_activity,login_time_diff,access_device_change,email_change,ip_blacklisted,password_strength,account_locked,multiple_failed_logins,unusual_time_logins,login_frequency,suspicious_ips,device_fingerprint_change,high_risk_location,account_role_change,access_time_hours,unusual_login_location,file_access_frequency,unauthorized_app_access,data_exfiltration_attempts,network_anomalies,login_duration,high_volume_downloads,unusual_login_ip_range,multi_factor_auth_enabled,account_privilege_changes,email_forwarding,system_alerts_generated,remote_access,suspicious_file_modifications,unusual_file_uploads,compromised_device,access_to_restricted_areas,unusual_account_activity,external_links_in_emails,data_access_by_role,compromised
0,0,0,1,9,1343,352,0,20.93121873807824,1,1,1,7,1,4,1,7,1,1,1,1,4,1,5,0,0,0,4.452657202898783,2,1,0,1,1,0,0,5,0,0,1,0,0,0,1
0,0,0,3,18,125,52,0,38.34895034163438,1,1,1,10,0,0,1,15,1,0,0,1,6,0,4,1,0,1,30.45164832564525,1,1,0,1,0,5,1,1,1,1,0,1,1,1,1
0,0,1,1,18,2353,123,0,0.17837570886622808,0,1,1,3,1,1,0,13,2,1,0,1,4,0,1,0,1,0,0.9050151210468788,4,0,1,1,0,1,0,0,1,1,1,1,3,3,1
0,1,1,3,15,1725,271,1,26.92706914030254,0,1,0,7,0,2,0,9,0,0,1,1,5,0,2,1,1,0,2.5317434308586204,0,1,0,1,0,2,1,0,1,1,1,1,1,2,0
0,1,1,4,26,3582,266,0,56.399260908650696,0,1,0,4,1,0,1,11,0,0,1,1,4,1,4,1,1,0,14.476970284373408,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1
0,0,1,2,24,1112,83,0,13.243646112050259,1,1,1,8,0,0,1,11,1,1,1,1,4,0,3,0,0,0,156.9293854839232,4,1,1,1,1,0,0,0,1,1,0,0,0,2,1
1,1,1,3,18,3426,167,0,3.438407691122398,0,0,1,9,0,0,1,7,1,0,1,0,2,1,3,0,1,0,59.662501498656646,1,1,0,1,1,2,1,0,0,0,1,0,2,1,1
0,0,1,3,22,2675,362,1,16.387224599431452,0,1,1,7,1,1,1,8,0,1,1,1,6,1,3,0,4,1,2.3743856298388786,3,1,0,1,1,5,1,1,1,1,1,0,1,3,1
1,1,1,3,14,1375,301,1,38.959984628703,0,1,1,8,1,0,1,12,0,1,0,0,8,1,0,1,1,1,5.4804995591946595,1,1,1,1,0,1,1,2,1,1,0,1,0,2,0
1,0,0,3,25,688,70,0,3.4051816995457003,0,1,0,8,1,5,1,5,0,0,0,0,5,0,2,1,0,1,58.2984801548988,0,1,1,0,0,2,0,0,1,0,1,0,2,3,0
1,1,0,1,14,3085,127,1,6.921989356907592,1,0,1,2,1,1,0,5,0,1,0,1,9,1,4,0,2,1,3.2674189304159507,4,1,1,0,1,1,1,0,0,0,1,0,0,3,1
0,1,1,0,16,1280,212,1,4.78928667204862,0,0,0,9,1,2,0,8,1,0,0,0,5,1,2,0,1,1,27.157168458963245,2,1,0,0,1,2,1,1,0,1,1,1,1,9,0
0,0,0,4,22,1232,157,1,47.828759140613734,1,0,1,6,1,1,0,15,0,0,0,0,2,0,2,0,1,0,0.022172754388887043,3,1,0,1,1,2,1,0,0,0,0,1,0,2,0
0,1,0,1,23,280,258,1,1.9487221842089377,1,1,0,4,0,1,1,12,2,0,1,0,4,1,2,1,2,1,19.977806339730645,1,0,0,1,0,1,0,1,0,1,0,1,0,2,0
0,0,1,2,25,442,346,0,34.806956423794,1,0,1,5,0,2,1,13,1,0,0,1,5,0,3,1,4,1,13.648118373987812,2,0,1,1,0,0,1,1,1,0,0,1,0,1,0
1,0,0,1,20,1863,115,0,13.692818386945351,1,0,1,10,0,2,1,10,0,1,0,0,1,0,4,0,1,1,12.736292720201313,2,0,0,1,0,2,1,2,1,0,1,1,1,1,1
0,0,0,5,15,836,285,1,42.29195572583864,0,1,0,5,1,0,0,8,1,0,1,1,5,0,1,0,0,0,35.34427402194423,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
0,0,0,1,26,388,238,1,100.04831955196323,0,1,0,7,1,2,1,9,1,0,1,1,4,0,2,0,2,0,1.683602580556411,1,1,1,0,1,4,0,0,0,1,0,1,0,1,0
0,1,0,2,22,616,244,1,3.64961940416828,0,1,1,9,1,1,0,7,2,0,0,1,6,0,6,1,0,0,9.474840773093238,0,0,1,1,0,1,0,2,0,0,0,1,0,1,1
0,1,0,2,23,3554,129,1,11.323172795705348,1,0,0,7,0,0,1,9,1,1,0,0,4,0,1,1,2,0,11.81320340838873,4,0,0,1,1,1,0,0,0,0,1,1,1,2,1
0,1,1,1,11,146,78,0,49.84174712107836,0,1,1,9,1,0,1,7,0,1,1,0,3,1,0,0,0,1,2.646107111040876,2,0,0,1,1,1,1,0,1,0,0,0,0,5,0
1,0,1,0,16,3350,230,1,9.28386175390142,1,1,0,4,0,1,1,5,1,0,0,1,5,0,6,1,1,1,1.7911989029953526,1,0,1,1,0,4,1,0,0,1,0,1,0,2,0
0,1,1,0,12,520,287,0,7.266755994353369,0,1,1,10,1,0,0,11,1,1,1,1,4,1,3,0,0,1,3.959613780252697,2,0,1,1,1,0,1,0,1,0,1,0,1,2,1
1,0,0,2,17,629,207,1,52.353945434596326,0,1,1,10,1,1,0,12,1,1,0,1,10,1,2,0,1,0,5.516327646494593,2,1,1,1,0,0,1,0,1,0,0,0,1,2,0
0,1,1,2,27,2481,274,0,130.47485309902584,0,1,1,4,1,1,0,8,0,0,0,0,3,1,4,0,2,1,67.66356066761917,0,0,1,0,1,3,1,0,0,0,1,1,1,2,1
1,1,0,3,20,2191,152,1,24.417479911796022,1,1,1,6,0,1,1,13,0,0,0,0,4,1,3,1,3,1,12.91053347972129,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1
0,1,0,3,16,288,200,0,9.77392982508042,0,0,1,8,1,1,0,13,1,1,0,0,4,0,1,0,2,0,14.278798490236786,3,1,0,0,1,5,0,0,1,0,0,1,2,2,0
0,0,0,0,21,1409,362,0,15.253152342785386,1,1,1,9,0,0,1,9,1,1,1,0,4,1,0,0,1,0,24.551530871399304,0,1,1,1,0,2,1,0,0,0,0,0,3,1,0
1,1,0,3,21,13,165,0,5.594598343940393,1,0,1,1,1,0,1,10,0,1,1,0,7,0,4,1,0,1,23.057154377227107,1,1,0,1,0,1,0,1,1,0,1,1,1,3,0
1,1,1,1,15,256,88,1,43.05033297978705,1,0,1,1,1,0,0,7,0,0,0,0,4,1,4,0,1,1,13.974349401653797,2,0,0,1,1,2,0,0,0,1,0,1,0,3,0
1,0,1,1,27,3417,222,0,44.546868871159866,0,1,0,8,1,1,0,12,0,1,0,0,5,0,3,0,0,1,8.305412332762458,4,1,0,0,1,2,1,0,0,1,0,1,0,3,1
0,1,0,3,18,1721,297,1,62.41229848485936,0,0,0,7,1,1,1,10,4,1,0,1,5,0,3,0,2,1,8.04096983551532,5,1,0,1,0,2,1,1,0,0,0,0,1,2,0
1,0,1,0,18,3416,289,0,0.8088844571385079,1,0,0,9,0,3,1,9,2,1,0,0,4,1,4,0,2,1,1.1888594998743072,4,1,1,0,1,2,0,1,1,1,0,0,0,3,1
0,1,0,1,23,1423,124,0,24.76481311459417,1,0,1,3,1,0,1,12,0,1,1,1,9,0,4,1,2,1,45.977866174951245,0,0,0,1,1,2,0,0,1,0,0,0,2,0,0
0,0,1,2,26,1230,154,1,7.233705583523625,1,1,1,10,0,1,1,7,1,0,1,0,7,0,3,1,2,0,29.340938469932354,4,1,1,1,0,1,1,1,0,0,0,0,0,2,0
1,0,1,2,16,857,70,0,12.505627260393567,1,0,1,5,1,1,0,9,0,0,0,1,3,0,3,0,0,0,19.528419212601523,1,0,0,1,1,2,1,1,0,0,1,1,1,5,0
1,1,0,1,16,2990,283,1,46.10732494897547,1,0,0,3,1,0,0,16,2,0,1,0,6,0,1,1,2,1,10.086328533070333,1,0,1,1,1,2,1,0,1,1,1,0,1,1,0
0,0,1,1,28,1195,36,1,6.397046108718945,0,0,0,5,1,1,0,13,1,1,1,0,10,1,2,1,1,0,17.46777311572889,2,1,1,0,1,1,0,2,1,1,1,0,0,4,0
0,0,0,0,18,463,245,1,30.511667263278582,0,0,0,10,0,2,1,8,1,0,0,0,10,1,1,1,1,1,13.275255442078361,4,1,0,1,1,1,0,1,0,1,0,0,2,0,0
1,0,1,1,19,269,98,1,31.888627052818247,0,1,0,1,1,3,1,13,3,1,0,1,2,1,5,1,0,1,6.4023141368773135,1,1,0,0,0,0,1,2,1,0,0,0,1,2,1
1,0,0,2,18,1244,98,0,92.43472793304079,1,1,0,4,0,1,1,8,0,1,0,0,7,1,3,1,2,0,7.092761729356135,1,1,0,0,0,1,1,2,1,1,1,0,1,1,1
1,0,0,1,21,3223,110,0,44.771111117662926,1,0,1,6,0,0,0,11,4,0,1,0,4,0,0,1,0,0,41.50575663874413,3,0,0,1,0,1,1,0,1,1,0,0,0,2,0
0,0,1,4,25,2670,59,1,48.83342568212553,0,1,0,2,1,0,1,12,0,1,1,1,7,1,2,1,0,1,20.152122017593975,1,1,1,0,1,3,1,1,1,0,1,0,0,2,0
0,1,1,1,19,1206,102,0,22.753027390760597,0,1,1,7,0,0,1,9,2,1,1,0,2,1,3,1,1,0,0.02846994868045188,1,0,1,0,0,3,1,1,1,0,1,0,2,3,0
0,0,0,3,18,3470,291,0,6.202637876584729,1,0,1,8,1,3,0,18,0,1,1,0,5,0,3,0,0,1,7.91638850597062,3,0,0,1,1,0,0,0,0,0,0,0,0,3,0
0,0,1,1,29,71,118,1,16.6309645480916,1,1,1,1,0,0,0,10,2,0,0,1,4,0,7,0,1,0,8.308656363425222,3,0,1,0,1,4,0,4,0,0,0,1,3,1,1
0,1,1,3,23,3489,237,0,23.921221738310347,1,1,0,4,0,0,1,10,0,0,0,0,3,1,1,0,0,1,24.506350443365577,2,0,1,0,1,4,1,1,0,0,0,1,0,3,1
0,1,0,0,25,1306,242,1,34.03519817289078,0,0,0,4,0,0,0,15,0,0,0,1,5,1,2,0,1,0,24.1097017771135,2,1,0,1,0,0,1,2,0,0,0,1,0,3,1
1,1,0,1,10,2121,351,0,28.072549581901356,1,0,1,5,0,1,1,11,0,0,1,1,3,1,5,0,2,1,12.478201290256973,0,0,0,1,1,1,1,0,0,0,0,0,0,4,1
0,1,1,2,22,2402,295,0,15.025161229107878,1,1,0,4,1,2,0,10,4,0,0,1,5,0,4,0,1,0,60.31029844804384,3,0,1,0,1,2,0,1,0,0,0,1,0,1,1
0,1,0,1,23,1750,322,1,9.24932599332137,1,1,0,9,0,2,1,4,3,0,0,0,5,1,2,0,1,0,41.15034016543419,5,1,0,0,1,1,1,0,1,1,0,1,0,0,0
0,1,0,2,22,496,236,0,5.52600997297681,0,1,1,7,1,0,0,9,2,0,1,0,4,0,8,0,0,0,40.22978429363209,1,1,0,0,0,0,0,2,1,1,0,1,3,2,0
1,1,0,2,23,3399,362,0,35.50995093052333,1,1,1,2,0,2,0,8,0,0,0,1,6,0,0,1,1,1,8.562360508217573,2,1,1,0,1,2,0,1,0,0,0,1,0,1,1
0,0,1,2,16,987,106,1,31.102834404166394,0,0,1,1,1,0,0,11,3,0,1,1,4,1,4,0,1,0,11.277489485955092,0,1,1,0,0,1,1,1,1,1,0,1,0,4,1
0,0,1,4,23,3606,317,0,34.88228350454173,1,0,1,9,1,1,0,13,0,0,1,0,4,0,1,0,0,0,10.858779798056988,3,0,0,1,0,3,1,1,0,0,1,1,1,2,0
1,1,0,2,19,2627,76,1,13.981660752592814,1,0,1,1,0,0,1,5,2,1,0,0,5,0,1,1,2,1,11.605903693597243,4,0,1,0,1,3,1,2,0,1,0,1,0,2,0
0,0,1,3,27,909,139,0,9.130926367006563,0,0,0,6,0,0,1,10,2,0,0,0,5,1,2,1,1,1,44.002518746225334,3,0,1,0,1,0,1,2,0,1,1,0,0,4,0
0,0,0,2,23,3518,229,1,42.778676962039455,1,0,1,2,1,1,0,6,1,1,1,1,5,0,2,0,2,0,5.730207172060825,4,0,0,1,0,3,1,1,1,1,1,0,0,1,1
0,0,1,1,19,372,239,1,44.569838900562864,0,1,0,4,0,0,1,12,2,1,0,0,4,0,2,0,0,0,32.40947881576297,4,0,1,1,0,3,0,2,1,0,1,0,0,2,0
0,1,0,2,16,361,183,1,18.243032572361873,1,1,0,6,0,2,0,9,3,0,0,1,2,0,5,0,0,0,14.432578232863357,2,0,0,0,0,2,0,0,1,0,0,1,1,2,1
0,1,0,4,16,2140,39,1,28.395082971025854,0,0,1,5,0,2,0,9,1,0,1,1,5,1,2,1,2,0,5.729234633632182,1,1,0,1,0,3,1,4,1,0,1,0,0,4,1
1,0,1,2,25,1344,186,1,14.029136777386134,1,0,1,6,0,0,1,8,0,1,0,0,4,0,1,0,2,1,14.985623608109599,3,1,1,0,1,3,1,1,0,0,1,0,1,1,1
1,1,0,0,15,323,290,0,36.3145388209614,0,0,0,3,0,1,1,10,1,0,1,0,7,0,6,1,2,0,4.349234984172777,3,0,1,1,1,1,1,2,1,0,0,1,0,0,1
1,0,1,3,21,2431,106,0,54.18578127015711,0,1,1,5,0,1,1,10,2,0,1,1,9,0,0,0,2,1,2.2898034556076423,0,0,0,1,0,3,1,1,1,0,0,1,0,2,1
0,0,1,0,21,574,286,1,34.96500163787024,1,1,0,2,0,3,1,8,1,1,1,1,4,1,4,1,0,1,36.425094313827714,2,0,1,1,0,2,1,1,1,1,0,1,0,1,1
0,0,0,5,22,735,160,0,21.559034816338134,0,1,1,7,0,1,1,10,2,0,1,0,8,1,2,1,1,0,24.034308644216207,2,0,1,1,0,1,0,1,0,1,0,1,0,1,1
0,0,0,2,27,2784,96,1,18.41111887129196,1,0,1,3,0,2,1,14,0,0,0,1,5,1,1,1,2,1,4.587734745461287,2,0,0,1,1,3,0,2,0,0,0,0,1,4,1
1,1,1,3,18,2393,257,0,30.84346713769727,0,0,0,1,1,1,1,10,1,1,0,0,7,1,3,0,1,0,57.04813559264661,2,1,1,0,0,2,0,2,1,0,0,0,0,1,1
0,1,0,2,21,3174,192,0,34.165304819784936,1,0,0,8,0,0,0,14,3,1,0,0,2,1,5,0,1,1,0.4940189059973765,3,1,1,0,0,6,0,0,1,1,1,1,3,1,1
0,1,0,5,20,3286,44,1,24.542912547196234,1,0,1,8,0,1,1,11,0,1,1,1,3,1,5,1,1,1,8.107707837217218,3,1,1,1,0,4,1,1,1,1,1,1,0,1,0
1,0,0,2,18,1215,261,1,29.42025995433766,1,0,1,3,0,0,0,9,2,0,0,1,4,1,3,1,0,1,0.437818109869127,3,0,0,1,0,2,1,1,0,1,1,1,0,0,0
0,1,0,2,13,1695,224,0,3.0473198448245133,1,1,1,7,0,2,1,6,2,1,1,0,10,0,5,1,2,0,3.0699616996898045,3,0,1,1,0,2,1,0,1,0,0,0,1,2,0
1,0,0,1,25,1907,59,0,90.95043242981313,0,0,0,9,0,0,1,7,2,0,1,1,7,0,1,0,0,1,3.970954872171242,1,1,0,1,0,1,0,0,0,0,1,1,0,4,0
1,1,1,1,19,718,360,1,46.930073898868415,1,1,1,8,1,1,0,10,0,0,0,1,7,1,2,1,3,1,33.24990447048967,4,0,1,0,0,8,0,5,0,1,0,0,4,3,0
1,0,1,6,23,780,345,0,14.048690712277725,1,1,1,3,1,0,0,11,2,0,0,0,4,1,5,0,0,1,99.35056937197584,1,0,1,1,0,2,1,2,1,1,0,1,0,4,0
0,0,0,1,22,1019,325,0,24.82180103735833,1,1,1,2,0,2,0,8,2,1,1,1,7,1,0,0,1,1,40.39634269259984,0,0,0,1,1,2,0,3,0,1,0,0,1,0,0
0,0,0,2,16,3265,359,1,1.4544290585563726,1,1,1,10,1,0,0,14,1,0,1,0,3,0,2,1,2,1,20.16444689239532,4,0,1,0,1,0,1,0,1,1,1,0,1,4,1
0,1,0,0,17,1403,249,0,1.2630535805952432,1,1,0,7,0,2,1,7,0,0,1,1,5,0,5,1,0,1,25.66922770415775,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1
0,1,1,4,26,1426,176,1,8.662412585807616,0,0,0,7,0,0,1,9,0,1,1,0,4,0,3,0,1,0,14.797271678038687,1,0,1,0,0,4,1,4,1,1,0,1,0,3,1
0,1,0,2,19,663,288,1,35.10663001110346,1,0,0,9,1,2,0,8,2,1,0,1,2,0,8,0,2,1,10.982446975686695,3,1,0,1,1,3,1,2,1,1,1,1,3,1,1
0,1,1,3,20,1772,321,1,57.34625399379976,0,0,1,5,1,3,0,12,0,0,0,1,5,1,5,0,0,1,23.564082464762585,2,0,0,1,0,5,0,0,0,0,1,0,1,5,1
0,0,1,3,14,2647,328,0,24.57395966828628,0,1,1,4,1,0,1,14,0,1,0,1,11,0,1,1,1,0,72.32498965170277,2,1,0,0,1,3,1,0,1,0,1,0,2,2,0
1,1,1,3,20,10,172,0,22.787119646452773,1,1,1,8,1,4,1,6,2,0,1,1,6,0,2,0,0,1,0.5863938891419145,1,1,1,1,0,6,1,1,1,1,1,1,1,1,0
0,1,0,2,21,2234,264,1,15.440468222289288,1,1,0,4,1,0,0,9,2,0,1,1,10,0,2,0,2,1,7.540029864318676,0,0,0,0,1,0,1,0,0,1,0,1,1,3,0
1,0,1,1,18,2773,144,1,5.287725821734858,0,1,0,4,0,1,1,11,0,0,0,1,6,1,1,1,1,0,8.0113365760092,1,1,1,0,1,2,1,1,0,1,0,0,1,3,0
0,0,0,2,28,1038,119,0,3.7789433704545523,0,1,0,2,0,0,1,8,0,1,0,1,9,1,1,0,0,0,10.697273253249548,2,1,1,0,0,2,1,3,1,1,1,1,0,2,0
0,0,1,3,21,2825,237,0,42.898581381637,0,1,0,1,0,0,0,14,2,1,0,1,5,1,5,1,0,1,19.717755014719607,1,1,0,0,1,1,0,1,0,1,1,1,1,2,0
0,1,0,3,22,3368,193,0,78.7265310516683,1,0,1,4,1,2,0,7,0,0,1,0,3,0,3,1,4,1,14.420777757698534,2,1,0,1,1,2,1,0,1,0,0,0,2,2,0
1,0,1,3,21,2458,113,1,18.3903586071564,0,1,0,7,0,0,0,10,1,0,1,1,6,0,3,1,0,1,0.3781331760431855,1,1,1,1,1,4,1,0,1,1,0,0,0,1,1
1,0,0,2,20,3003,106,1,32.31541720542562,0,1,0,9,1,2,0,6,0,0,1,1,6,0,1,1,0,1,10.60729138168901,3,0,0,0,1,3,0,0,1,1,1,0,1,1,0
1,0,1,3,20,584,190,0,73.7623114299471,1,0,1,9,0,1,1,11,2,0,0,1,3,1,0,1,1,0,19.322686001049846,0,1,0,0,0,3,1,0,0,1,0,0,0,3,1
1,1,0,2,24,1075,34,0,2.8330667587356304,0,1,0,10,1,0,0,13,2,1,0,1,4,1,4,1,1,1,14.056869760787214,2,0,1,0,0,1,1,1,1,1,1,0,1,4,0
0,0,0,0,12,3099,107,0,44.153143153520105,1,0,1,1,1,1,1,11,4,1,0,1,7,0,2,1,2,0,41.1241689162571,1,1,1,0,0,2,1,2,0,0,1,1,1,1,1
1,1,0,4,22,2624,120,1,28.777268861372058,0,0,1,5,0,1,1,11,1,1,0,0,1,0,1,1,1,1,10.16975619394836,0,1,1,0,0,2,1,2,0,0,0,0,4,3,0
0,1,0,3,17,3088,116,1,27.38668409412561,1,0,1,7,0,1,1,6,0,1,0,0,3,1,4,1,1,0,0.25276413163967915,2,0,0,1,0,2,1,1,1,0,0,0,2,2,0
0,0,1,2,18,1374,299,0,10.382243814827591,0,1,1,7,0,1,1,12,1,1,0,1,2,0,3,0,1,1,6.706616257390455,2,1,1,1,1,0,1,1,1,0,1,1,3,1,0
1,0,1,3,28,1451,133,0,34.550269123490054,1,0,1,10,0,0,0,16,1,0,1,1,4,0,2,1,0,0,2.9160735594596976,2,1,0,0,0,3,1,0,1,0,1,1,1,3,0
1,1,0,2,18,1854,204,1,47.512776729784854,1,0,0,6,1,0,1,16,3,1,0,1,4,0,2,0,1,0,5.759784351062177,2,1,1,1,0,3,0,1,0,0,0,0,2,3,1
1,0,1,1,18,3300,83,1,3.5925121566311184,0,1,0,10,0,1,0,17,2,0,0,1,7,1,3,0,0,0,8.991099289201083,0,0,0,1,0,1,1,3,0,0,1,0,1,3,1
1,0,0,4,23,1789,240,0,22.8762959906343,1,0,1,4,1,1,1,7,2,0,1,0,8,1,5,1,2,0,22.580748634937983,4,0,0,0,0,3,1,0,1,1,1,0,3,2,1
1,1,0,3,20,3036,124,0,3.203017839400816,0,1,0,3,0,1,0,13,1,1,1,1,3,1,6,1,0,0,7.836274137964558,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1
1,1,1,4,16,3281,252,0,61.806588794256804,1,1,1,9,0,1,1,10,1,1,1,0,5,1,3,1,3,1,43.10213390785394,1,0,0,0,0,4,0,2,0,0,1,1,3,2,1
1,0,0,1,19,3502,38,1,21.256153990954303,1,0,0,10,0,0,1,11,0,0,1,1,2,1,2,0,1,1,7.121157241447822,3,1,0,0,1,1,1,1,0,0,1,1,2,2,1
1,1,0,2,16,3365,82,0,49.50243663458178,1,1,0,4,0,1,0,16,1,0,1,0,5,1,2,1,0,1,2.9452686458140738,2,0,0,1,1,3,1,1,1,0,0,0,0,3,0
0,0,1,1,20,742,106,1,13.770041899590188,1,1,0,8,0,1,0,12,2,0,1,0,5,1,4,0,0,0,3.6992708947536364,1,0,1,1,0,1,1,0,1,0,1,1,0,2,0
1,0,0,2,11,1776,235,1,4.008623960907806,1,0,0,1,1,1,0,14,1,1,0,0,10,1,0,0,0,0,54.5385035238957,2,0,0,0,0,1,0,1,0,0,1,1,0,3,1
1,0,0,1,14,3175,345,0,1.2715497229358244,1,0,0,7,0,2,0,14,0,1,0,1,4,1,4,0,1,1,12.1325824522641,2,1,1,1,0,3,1,5,0,1,1,0,1,5,1
0,1,0,1,14,203,331,0,9.918088908976797,1,0,0,6,1,0,1,13,1,1,0,1,4,0,1,1,2,0,10.320987143456549,2,0,1,0,1,0,0,0,1,1,0,1,1,3,1
1,0,0,5,19,1076,339,1,8.400692341741813,0,0,0,1,0,1,1,3,0,1,0,1,5,0,4,1,3,0,1.4277908477318604,1,1,0,0,0,2,0,1,0,1,0,0,0,2,1
0,0,1,0,17,973,359,0,24.653424394433564,0,1,1,4,1,1,1,7,1,0,1,1,4,0,3,0,0,0,26.434196979442333,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0
0,0,1,2,21,2987,141,1,0.6593582355182894,1,0,1,5,0,1,1,9,0,1,1,1,4,0,1,0,0,0,23.72609782180244,0,1,1,0,1,4,1,1,1,1,0,0,0,3,1
1,1,1,4,18,1398,194,0,22.0547554806732,1,0,1,8,0,0,1,11,0,0,0,0,4,1,4,0,1,1,9.423784217311518,2,1,1,0,0,5,0,0,1,0,0,0,2,2,0
0,1,0,2,13,1865,308,0,14.916151294430545,1,0,0,4,0,0,0,17,1,1,1,0,2,0,2,0,1,1,23.53776189409439,3,0,0,0,1,2,1,0,1,1,0,0,1,4,0
0,1,0,0,13,3125,56,0,25.82016587673979,0,1,0,3,1,2,0,6,0,1,1,0,4,0,3,1,1,1,9.159975866513628,6,0,1,0,1,1,0,0,0,0,1,1,1,2,0
0,1,1,5,26,1299,99,0,36.36191628337489,1,1,1,2,1,1,1,12,0,1,0,1,5,0,5,1,0,0,1.5194438662622622,4,1,1,1,0,0,1,0,1,1,1,1,0,3,0
0,1,0,2,23,3406,247,1,30.161195796178387,0,1,1,4,0,1,0,11,0,0,0,0,6,1,3,0,1,1,26.795802997518802,0,1,1,1,1,2,0,1,0,1,1,1,2,3,1
1,0,0,4,22,1054,218,1,125.28819168426465,1,1,0,10,0,0,1,14,1,0,0,1,6,0,2,0,2,0,67.16350117836839,1,0,0,0,1,0,0,0,1,1,0,0,1,3,0
0,1,0,3,20,1158,362,1,4.464236376866453,1,1,1,4,0,3,1,7,1,1,0,0,6,0,5,0,2,1,20.898996166309345,2,0,0,1,0,2,1,1,1,1,0,1,0,4,1
1,1,0,1,17,3129,335,0,16.849729101530684,1,0,1,10,1,0,0,9,0,0,0,1,5,0,4,1,0,1,6.472023096437756,4,1,1,1,0,1,0,4,1,1,0,1,1,0,1
0,1,1,2,28,104,153,1,16.592727313450013,1,1,1,5,0,1,1,11,0,0,0,0,6,1,3,1,0,0,6.2920310561616795,3,1,0,0,1,2,1,1,1,1,0,0,1,2,1
0,0,1,5,20,3337,48,1,16.18978065874591,1,1,1,7,1,1,0,12,0,1,0,1,3,0,3,0,0,1,52.89519818551703,4,1,0,0,0,1,0,1,1,0,0,0,0,4,0
0,1,1,1,21,3593,286,1,32.70132825835895,0,1,0,9,0,0,1,15,0,1,0,0,7,1,4,1,1,0,7.22772929764696,0,1,1,1,0,5,0,0,1,1,0,0,2,2,1
0,1,0,1,16,3567,325,0,20.19022421695505,1,0,1,2,1,0,0,11,0,0,1,0,5,1,1,1,1,1,29.236936859107644,4,0,1,0,0,6,1,1,0,1,1,1,0,2,1
1,0,1,1,25,252,51,1,21.85903786685948,0,0,1,5,1,2,1,9,0,1,0,0,4,0,3,0,1,1,20.595627614955703,0,0,0,1,0,2,0,0,1,1,0,0,0,2,1
1,1,1,3,20,294,69,0,16.987824104582607,0,1,1,10,1,1,1,13,1,0,1,1,4,1,2,1,1,1,17.95928442178551,1,0,0,0,1,5,0,1,0,1,1,0,0,2,0
0,0,0,2,18,2715,67,0,143.7430448629605,1,0,1,9,0,0,0,8,0,0,0,0,8,1,3,1,0,1,3.995252591848936,1,0,0,0,0,4,1,3,1,0,0,1,1,3,1
0,0,0,1,12,1181,77,1,78.75045797851065,1,1,0,3,1,2,1,7,1,1,1,0,4,0,5,1,0,1,0.7003409736967794,1,0,0,0,0,2,0,1,0,0,0,1,0,3,0
1,0,1,0,28,548,212,0,11.033124974694077,1,0,1,1,0,0,1,16,1,0,0,0,4,1,2,1,1,1,13.415081027432425,2,0,0,0,0,0,0,2,0,1,0,1,2,2,1
0,0,1,1,14,2678,104,1,3.549790457598833,0,0,1,2,1,3,0,12,0,1,0,1,3,0,4,1,1,0,88.72308051027844,2,1,0,1,0,4,0,3,0,1,1,0,0,3,0
0,0,1,0,24,3138,238,1,54.9333620723666,0,1,1,6,0,1,0,12,0,0,0,0,6,0,2,1,0,1,4.357148556157268,3,0,0,0,1,3,0,0,1,0,1,0,1,3,0
0,1,1,3,26,1777,212,1,176.02702242857828,0,0,1,5,1,1,0,13,0,0,0,1,3,0,1,0,1,1,15.395038455331669,2,1,1,0,1,1,0,0,0,1,1,1,0,1,1
1,0,0,2,27,298,136,1,10.385147254429478,1,1,1,1,1,0,1,10,2,0,0,0,4,1,3,0,1,0,22.23269191971895,0,0,0,0,1,2,1,0,1,1,1,0,0,2,0
1,0,1,0,14,3534,217,1,13.284960747519502,0,1,0,1,0,1,0,16,1,0,1,0,3,0,4,0,1,0,13.220482561735093,2,0,0,1,1,2,1,1,0,1,0,0,1,1,1
1,1,1,1,16,1748,293,0,85.23023180212981,0,1,1,4,0,1,0,7,0,0,0,1,4,0,4,1,1,1,14.142236948305198,1,1,0,1,1,1,1,1,1,0,1,1,2,2,1
0,0,0,3,24,1843,115,1,37.25330551509858,0,0,1,4,1,2,0,14,0,0,0,1,3,0,1,1,0,1,21.648530018894245,2,0,0,0,0,2,0,0,0,0,1,1,1,3,1
0,1,1,2,17,100,353,0,10.513899644168692,1,0,0,6,1,2,1,7,1,1,0,0,3,1,3,1,0,0,33.73777514662717,1,1,1,0,1,0,1,2,0,0,0,0,1,3,1
1,1,0,1,24,3127,360,1,26.099859688033103,0,1,1,6,0,0,0,11,2,0,1,1,4,0,5,0,0,1,8.1079306136659,4,1,1,0,0,2,0,1,1,0,0,1,1,0,1
1,1,0,3,16,2379,166,1,86.59534938837365,0,1,0,10,1,0,1,18,4,0,1,1,2,1,2,0,1,1,45.90727094826221,3,1,1,0,1,1,1,1,0,1,0,0,1,7,1
